material_id,protocol_split,source_csv,target_file,valid,error,formula,atom_count,tensor_norm,exact_zero,response_stratum,source_voigt_convention_valid,raw_irreps_valid,target_schema_valid,target_valid,rotations_valid,stored_reynolds_residual,reynolds_invariance_error,voigt_roundtrip_error,niggli_change_integral_error,niggli_change_determinant,basis_lattice_roundtrip_error,basis_frac_roundtrip_error,niggli_lattice_idempotence_error,niggli_frac_idempotence_error,niggli_representation_idempotent,niggli_quotient_lattice_error,niggli_quotient_frac_error,tensor_rotated_by_basis_change
JVASP-2727,train,train.csv,93536af2622d8f8d.pt,True,,AlCuTe2,16,1.288354754447937,False,4,True,True,True,True,True,0.0,0.0,0.0,6.162958287112593e-33,1,0.0,0.0,0.0,0.0,True,0.0,0.0,False
JVASP-2733,train,test.csv,65ca3e23b469ecd0.pt,True,,Li2CeAs2,5,0.0,True,0,True,True,True,True,True,0.0,0.0,0.0,1.1102230246251565e-16,1,0.0,1.1102230246251565e-16,0.0,0.0,True,0.0,0.0,False
JVASP-2739,train,train.csv,b7a720819a01419c.pt,True,,Rb2PtF6,9,0.0,True,0,True,True,True,True,True,0.0,0.0,0.0,1.1102230246251565e-16,1,0.0,1.1102230246251565e-16,0.0,0.0,True,0.0,0.0,False
JVASP-2745,train,train.csv,e1d7b3178c73ed1c.pt,True,,CaPtF6,24,0.0,True,0,True,True,True,True,True,0.0,0.0,0.0,1.1102230246251565e-16,1,0.0,1.1102230246251565e-16,0.0,0.0,True,0.0,0.0,False
JVASP-2748,train,train.csv,b5d18163c8af3f3c.pt,True,,ZnPtF6,24,0.0,True,0,True,True,True,True,True,0.0,0.0,0.0,5.248843720421293e-17,1,0.0,1.1102230246251565e-16,0.0,0.0,True,0.0,0.0,False
JVASP-275,train,val.csv,feac2bbfa5a7b67c.pt,True,,PtO2,3,0.0,True,0,True,True,True,True,True,0.0,0.0,0.0,2.1039801892736235e-17,1,0.0,1.1102230246251565e-16,0.0,0.0,True,0.0,0.0,False
JVASP-27504,train,train.csv,04c370dcecf3c7a5.pt,True,,NaY3SiS7,24,0.2343309074640274,False,2,True,True,True,True,True,6.650427053500607e-08,7.450580596923828e-09,0.0,1.1102230246251565e-16,1,0.0,1.1102230246251565e-16,0.0,0.0,True,0.0,0.0,False
JVASP-2751,train,train.csv,b7d8988a8de630a3.pt,True,,Sr(ZnP)2,5,0.0,True,0,True,True,True,True,True,0.0,0.0,0.0,1.545763912484766e-17,1,0.0,1.1102230246251565e-16,0.0,0.0,True,0.0,0.0,False
JVASP-27515,train,test.csv,57db1be581199bb0.pt,True,,NaBe4SbO7,26,0.6053475737571716,False,3,True,True,True,True,True,4.418456048612432e-17,1.1027522767484349e-17,0.0,4.795519343487298e-17,1,0.0,1.1102230246251565e-16,0.0,0.0,True,0.0,0.0,False
JVASP-27525,train,train.csv,40ef2b7600d86a69.pt,True,,BaAl4S7,24,0.6058269739151001,False,3,True,True,True,True,True,0.0,0.0,0.0,1.1102230246251565e-16,1,0.0,0.0,0.0,0.0,True,0.0,0.0,False
JVASP-27529,train,train.csv,ad4c439e02cacf67.pt,True,,NaAlSiO4,28,0.06934505701065063,False,2,True,True,True,True,True,0.0,0.0,0.0,1.8446784681096521e-32,1,0.0,0.0,0.0,0.0,True,0.0,0.0,False
JVASP-27530,train,train.csv,f3f76926f95f752d.pt,True,,Na6ZnS4,22,0.15453249216079712,False,2,True,True,True,True,True,1.4089699900221967e-17,1.1582103320833535e-18,0.0,1.1102230246251565e-16,1,0.0,1.1102230246251565e-16,7.726678738746495,0.469835,False,0.0,0.0,False
JVASP-27532,train,train.csv,94f4dc5264198ee8.pt,True,,LiInP2O7,22,0.3167448341846466,False,2,True,True,True,True,True,0.0,0.0,0.0,1.1102230246251565e-16,1,0.0,5.551115123125783e-17,0.0,0.0,True,0.0,0.0,False
JVASP-27539,train,train.csv,3e5e547436535ec7.pt,True,,Li2SnTeO6,20,0.13851921260356903,False,2,True,True,True,True,True,0.0,0.0,0.0,1.984196829584658e-33,1,0.0,0.0,0.0,0.0,True,0.0,0.0,False
JVASP-2754,train,train.csv,7f898b6c0dce2b25.pt,True,,Sr(CdP)2,5,0.0,True,0,True,True,True,True,True,0.0,0.0,0.0,1.1102230246251565e-16,1,0.0,1.1102230246251565e-16,0.0,0.0,True,0.0,0.0,False
JVASP-2757,train,train.csv,3f19ec207453621c.pt,True,,Ba(MgP)2,5,0.0,True,0,True,True,True,True,True,0.0,0.0,0.0,1.1102230246251565e-16,1,0.0,1.1102230246251565e-16,0.0,0.0,True,0.0,0.0,False
JVASP-2760,train,train.csv,7d9745fa90e8ad30.pt,True,,Ba(CdP)2,5,0.0,True,0,True,True,True,True,True,0.0,0.0,0.0,1.1102230246251565e-16,1,0.0,1.1102230246251565e-16,0.0,0.0,True,0.0,0.0,False
JVASP-2763,train,train.csv,80f8ea71fb5baafe.pt,True,,Ba(MgAs)2,5,0.0,True,0,True,True,True,True,True,0.0,0.0,0.0,1.1102230246251565e-16,1,0.0,1.1102230246251565e-16,0.0,0.0,True,0.0,0.0,False
JVASP-27655,train,train.csv,ea022f7fa79fb891.pt,True,,Zn2W3O8,26,0.4644843637943268,False,2,True,True,True,True,True,3.985183806840831e-17,3.560616152091249e-17,0.0,7.422198657692197e-18,1,0.0,1.1102230246251565e-16,0.0,0.0,True,0.0,0.0,False
JVASP-2772,train,train.csv,55b15ee1e32c37b3.pt,True,,BaSnF6,24,0.0,True,0,True,True,True,True,True,0.0,0.0,0.0,1.1102230246251565e-16,1,0.0,1.1102230246251565e-16,6.4420148759920135,0.49420700000000006,False,0.0,1.1102230246251565e-16,False
JVASP-2775,train,val.csv,8911782f1de8c05f.pt,True,,BaTiF6,24,0.0,True,0,True,True,True,True,True,0.0,0.0,0.0,1.1102230246251565e-16,1,0.0,1.1102230246251565e-16,6.446739902093948,0.45021500000000014,False,0.0,1.1102230246251565e-16,False
JVASP-2778,train,train.csv,bd65e097b6bb5e2a.pt,True,,Sr4P2O,14,0.0,True,0,True,True,True,True,True,0.0,0.0,0.0,5.950070725303296e-33,1,0.0,0.0,0.0,0.0,True,0.0,0.0,False
JVASP-2781,train,train.csv,78d63347869cbfc7.pt,True,,Sr4As2O,14,0.0,True,0,True,True,True,True,True,0.0,0.0,0.0,4.3785447872698036e-33,1,0.0,0.0,0.0,0.0,True,0.0,0.0,False
JVASP-27815,train,train.csv,4732724edbd1eb38.pt,True,,PH2F3,24,0.1079421266913414,False,2,True,True,True,True,True,0.0,0.0,0.0,2.91734381621179e-33,1,0.0,5.551115123125783e-17,0.0,0.0,True,0.0,0.0,False
JVASP-2784,train,train.csv,414e66db04e26231.pt,True,,Ba4As2O,14,0.0,True,0,True,True,True,True,True,0.0,0.0,0.0,1.1102230246251565e-16,1,0.0,0.0,0.0,0.0,True,0.0,0.0,False
JVASP-2790,train,train.csv,46898dc33a134e6a.pt,True,,Si3NiP4,16,1.7879160642623901,False,4,True,True,True,True,True,0.0,0.0,0.0,1.1102230246251565e-16,1,0.0,0.0,0.0,0.0,True,0.0,0.0,False
JVASP-2796,train,train.csv,b4994ffe0077e339.pt,True,,TlSbF6,24,0.0,True,0,True,True,True,True,True,0.0,0.0,0.0,7.977100181007588e-33,1,0.0,1.6653345369377348e-16,6.719669636470653,0.4486840000000001,False,0.0,1.1102230246251565e-16,False
JVASP-28,train,train.csv,996c7ab3fd5dece3.pt,True,,C,8,0.0,True,0,True,True,True,True,True,0.0,0.0,0.0,1.1953738428684786e-32,1,0.0,0.0,0.0,0.0,True,0.0,0.0,False
JVASP-2802,train,train.csv,fc9038704494b32f.pt,True,,Tl3SbS3,21,0.8143932223320007,False,3,True,True,True,True,True,3.688728975248523e-05,2.9802322387695312e-08,5.68104852966852e-19,1.991647843512291e-32,1,0.0,1.1102230246251565e-16,8.335785625021341,0.463658,False,0.0,0.0,False
JVASP-281,train,train.csv,ea0e0400f7bdd699.pt,True,,SnO,4,0.0,True,0,True,True,True,True,True,0.0,0.0,0.0,1.1102230246251565e-16,1,0.0,0.0,0.0,0.0,True,0.0,0.0,False
JVASP-2820,train,val.csv,57b00d75058eeaec.pt,True,,KLiS,6,0.0,True,0,True,True,True,True,True,0.0,0.0,0.0,1.1102230246251565e-16,1,0.0,0.0,0.0,0.0,True,0.0,0.0,False
JVASP-2823,train,train.csv,2cdd53284ce906e4.pt,True,,K2CuP,16,0.0,True,0,True,True,True,True,True,0.0,0.0,0.0,1.1102230246251565e-16,1,0.0,0.0,0.0,0.0,True,0.0,0.0,False
JVASP-2826,train,train.csv,15a6a172d32a210e.pt,True,,NaLiS,6,0.0,True,0,True,True,True,True,True,0.0,0.0,0.0,3.8045414419702536e-33,1,0.0,0.0,0.0,0.0,True,0.0,0.0,False
JVASP-28345,train,test.csv,7a9b06752f79f275.pt,True,,GaN,4,0.0,True,0,True,True,True,True,True,0.0,0.0,0.0,1.1102230246251565e-16,1,0.0,1.1102230246251565e-16,0.0,0.0,True,0.0,0.0,False
JVASP-2835,train,train.csv,7f9a4211839529dc.pt,True,,Ba(AgS)2,5,0.0,True,0,True,True,True,True,True,0.0,0.0,0.0,1.1102230246251565e-16,1,0.0,1.1102230246251565e-16,0.0,0.0,True,0.0,0.0,False
JVASP-28354,train,train.csv,54516bbbe2239350.pt,True,,Se,4,0.0,True,0,True,True,True,True,True,0.0,0.0,0.0,1.50879011018033e-32,1,0.0,5.551115123125783e-17,0.0,0.0,True,0.0,0.0,False
JVASP-28356,train,train.csv,5577b944b28d35f2.pt,True,,PbS,4,0.8536525368690491,False,3,True,True,True,True,True,1.1660454219963867e-05,5.960464477539063e-08,0.0,4.078306343482895e-18,1,0.0,1.1102230246251565e-16,0.0,0.0,True,0.0,0.0,False
JVASP-28369,train,train.csv,a027640e41976a61.pt,True,,PbS,8,0.0,True,0,True,True,True,True,True,0.0,0.0,0.0,3.198840455448374e-32,1,0.0,5.551115123125783e-17,0.0,0.0,True,0.0,0.0,False
JVASP-28372,train,train.csv,db321bcc8f341090.pt,True,,GaP,12,0.0,True,0,True,True,True,True,True,0.0,0.0,0.0,1.1102230246251565e-16,1,0.0,1.1102230246251565e-16,0.0,0.0,True,0.0,0.0,False
JVASP-28374,train,train.csv,18972dfb0d8a816d.pt,True,,CN2,6,0.0,True,0,True,True,True,True,True,0.0,0.0,0.0,1.1102230246251565e-16,1,0.0,1.1102230246251565e-16,0.0,0.0,True,0.0,0.0,False
JVASP-28375,train,train.csv,0f78ca2ade078409.pt,True,,HoSI,6,0.0,True,0,True,True,True,True,True,0.0,0.0,0.0,4.691060125114544e-33,1,0.0,0.0,0.0,0.0,True,0.0,0.0,False
JVASP-28376,train,train.csv,77ccf699b63e1db5.pt,True,,MoSeS,12,0.12748847901821136,False,2,True,True,True,True,True,0.0,0.0,0.0,1.1102230246251565e-16,1,0.0,0.0,0.0,0.0,True,0.0,0.0,False
JVASP-28377,train,train.csv,c6be4fdd178d9453.pt,True,,MoSe2,6,0.0,True,0,True,True,True,True,True,0.0,0.0,0.0,2.1857017242335416e-17,1,0.0,1.1102230246251565e-16,0.0,0.0,True,0.0,0.0,False
JVASP-28379,train,test.csv,d8cc0f2bc6a9f208.pt,True,,MoS2,6,0.0,True,0,True,True,True,True,True,0.0,0.0,0.0,5.2529656328652144e-17,1,0.0,1.1102230246251565e-16,0.0,0.0,True,0.0,0.0,False
JVASP-28381,train,train.csv,64ea6a50c04176a5.pt,True,,PdCl2,6,0.0,True,0,True,True,True,True,True,0.0,0.0,0.0,1.8984392099163886e-17,1,0.0,0.0,0.0,0.0,True,0.0,0.0,False
JVASP-28383,train,train.csv,fb9fea86c004ea5e.pt,True,,CN2,6,0.9725757837295532,False,3,True,True,True,True,True,0.0,0.0,0.0,8.085175169296016e-33,1,0.0,0.0,0.0,0.0,True,0.0,0.0,False
JVASP-28387,train,train.csv,e7135f5751b20163.pt,True,,Te2W,6,0.0,True,0,True,True,True,True,True,0.0,0.0,0.0,5.622715331576836e-18,1,0.0,1.1102230246251565e-16,0.0,0.0,True,0.0,0.0,False
JVASP-28388,train,train.csv,cfb41c15a9e6e188.pt,True,,B2S2O9,26,0.9982397556304932,False,3,True,True,True,True,True,0.0,0.0,0.0,1.1414792123810945e-17,1,0.0,5.551115123125783e-17,0.0,0.0,True,0.0,0.0,False
JVASP-28390,train,train.csv,6108309a198baf19.pt,True,,K2Mg2Si2O7,13,0.0,True,0,True,True,True,True,True,0.0,0.0,0.0,3.567004044778719e-18,1,0.0,1.1102230246251565e-16,0.0,0.0,True,0.0,0.0,False
JVASP-28392,train,train.csv,1796b8d5249dc3df.pt,True,,SiO2,6,0.0,True,0,True,True,True,True,True,0.0,0.0,0.0,9.250617513255733e-33,1,0.0,0.0,0.0,0.0,True,0.0,0.0,False
JVASP-28393,train,train.csv,f6798cf7c428cb54.pt,True,,CdS,2,1.175072193145752,False,4,True,True,True,True,True,1.0779191228493801e-07,5.960464477539063e-08,0.0,1.1102230246251565e-16,1,0.0,1.1102230246251565e-16,0.0,0.0,True,0.0,0.0,False
JVASP-28397,train,train.csv,5b7010fb9f3f6cea.pt,True,,SiS,8,0.0,True,0,True,True,True,True,True,0.0,0.0,0.0,1.7723441826167754e-33,1,0.0,0.0,0.0,0.0,True,0.0,0.0,False
JVASP-28399,train,train.csv,8df356d6e621dd67.pt,True,,WS2,6,0.0,True,0,True,True,True,True,True,0.0,0.0,0.0,2.220446049250313e-16,1,0.0,1.1102230246251565e-16,0.0,0.0,True,0.0,0.0,False
JVASP-284,train,train.csv,5a88df5901569f3d.pt,True,,SnO2,6,0.0002428991429042071,False,1,True,True,True,True,True,2.9357619321352215e-17,6.82936873491902e-21,0.0,8.358544849207184e-18,1,0.0,2.220446049250313e-16,0.0,0.0,True,0.0,0.0,False
JVASP-28400,train,train.csv,d701c7e647a6793a.pt,True,,Te2W,3,0.1684800386428833,False,2,True,True,True,True,True,1.7688937248294678e-07,7.450580596923828e-09,3.655326843303468e-18,2.220446049250313e-16,1,0.0,1.1102230246251565e-16,0.0,0.0,True,0.0,0.0,False
JVASP-28403,train,train.csv,d03ca086f7d842c1.pt,True,,WSeS,6,0.06351447105407715,False,2,True,True,True,True,True,6.051327972045328e-08,3.725290298461914e-09,0.0,1.3028455270637685e-17,1,0.0,1.1102230246251565e-16,0.0,0.0,True,0.0,0.0,False
JVASP-28405,train,train.csv,3c7a2bcf55a32c77.pt,True,,TeWS,6,0.12250415235757828,False,2,True,True,True,True,True,2.755664638698363e-07,7.450580596923828e-09,3.725290298461914e-09,4.690808951514578e-17,1,0.0,1.1102230246251565e-16,0.0,0.0,True,0.0,0.0,False
JVASP-28409,train,train.csv,97968f6c95deb8ea.pt,True,,Te2Mo,3,0.31981998682022095,False,2,True,True,True,True,True,4.659233709958244e-08,1.4901161193847656e-08,0.0,2.1047045586673803e-17,1,0.0,1.1102230246251565e-16,0.0,0.0,True,0.0,0.0,False
JVASP-28410,train,train.csv,61290ed5eed63416.pt,True,,WSe2,3,0.25727999210357666,False,2,True,True,True,True,True,5.791807211608102e-08,1.4901161193847656e-08,0.0,2.251991070549995e-17,1,0.0,1.1102230246251565e-16,0.0,0.0,True,0.0,0.0,False
JVASP-28413,train,train.csv,bcb0e71e0a62fc71.pt,True,,MoS2,6,0.0,True,0,True,True,True,True,True,0.0,0.0,0.0,2.0199473713004996e-17,1,0.0,1.1102230246251565e-16,0.0,0.0,True,0.0,0.0,False
JVASP-28414,train,train.csv,ad391e11d44d2f50.pt,True,,MoSe2,6,0.0,True,0,True,True,True,True,True,0.0,0.0,0.0,1.1102230246251565e-16,1,0.0,1.1102230246251565e-16,0.0,0.0,True,0.0,0.0,False
JVASP-28416,train,train.csv,c2c86cce951443b9.pt,True,,Te2W,12,0.0,True,0,True,True,True,True,True,0.0,0.0,0.0,1.1102230246251565e-16,1,0.0,0.0,0.0,0.0,True,0.0,0.0,False
JVASP-28417,train,train.csv,55cf04792ee945fa.pt,True,,TeWSe,12,0.07671631872653961,False,2,True,True,True,True,True,0.0,0.0,0.0,1.0277705866633425e-21,1,0.0,5.551115123125783e-17,0.0,0.0,True,0.0,0.0,False
JVASP-28418,train,val.csv,b0441660a0efef1c.pt,True,,Te2MoWSe2,12,0.27998876571655273,False,2,True,True,True,True,True,0.0,0.0,0.0,1.1102230246251565e-16,1,0.0,5.551115123125783e-17,0.0,0.0,True,0.0,0.0,False
JVASP-28420,train,train.csv,f28da644753e127e.pt,True,,MoSeS,12,0.12651585042476654,False,2,True,True,True,True,True,0.0,0.0,0.0,3.0228366468864143e-21,1,0.0,5.551115123125783e-17,0.0,0.0,True,0.0,0.0,False
JVASP-28423,train,train.csv,9acc51dd4cc37431.pt,True,,TeMoS,6,0.09623805433511734,False,2,True,True,True,True,True,1.348106053455922e-07,1.1175870895385742e-08,7.450580596923828e-09,1.1102230246251565e-16,1,0.0,1.1102230246251565e-16,0.0,0.0,True,0.0,0.0,False
JVASP-28429,train,train.csv,c580c1722138764c.pt,True,,TbGaI,6,0.0,True,0,True,True,True,True,True,0.0,0.0,0.0,1.280327303201759e-17,1,0.0,1.1102230246251565e-16,0.0,0.0,True,0.0,0.0,False
JVASP-28431,train,train.csv,6989c7feeac3f96d.pt,True,,Al2FeS4,21,1.1371817588806152,False,4,True,True,True,True,True,0.020897753536701202,5.960464477539063e-08,0.0,2.220446049250313e-16,1,0.0,1.1102230246251565e-16,0.0,0.0,True,0.0,0.0,False
JVASP-28435,train,train.csv,b76d4281a882cfa9.pt,True,,Mn(AlS2)2,21,0.8857886791229248,False,3,True,True,True,True,True,0.0015581634361296892,1.4901161193847656e-08,0.0,4.70063260681451e-17,1,0.0,1.1102230246251565e-16,0.0,0.0,True,0.0,0.0,False
JVASP-28437,train,train.csv,c0c0197235bbcefb.pt,True,,Nb2CoS4,7,0.0,True,0,True,True,True,True,True,0.0,0.0,0.0,3.402030894919353e-17,1,0.0,1.1102230246251565e-16,0.0,0.0,True,0.0,0.0,False
JVASP-2844,train,train.csv,2ee00b8c6a460ff6.pt,True,,K2Te2Pt,10,0.0,True,0,True,True,True,True,True,0.0,0.0,0.0,8.853353778676904e-33,1,0.0,0.0,0.0,0.0,True,0.0,0.0,False
JVASP-28445,train,train.csv,56f99c4ed87924aa.pt,True,,LuTe3,16,0.0,True,0,True,True,True,True,True,0.0,0.0,0.0,5.360074169594393e-32,1,0.0,5.551115123125783e-17,0.0,0.0,True,0.0,0.0,False
JVASP-28449,train,val.csv,226b8af34246f2c9.pt,True,,ThTe3,8,0.0,True,0,True,True,True,True,True,0.0,0.0,0.0,1.8331769399589314e-18,1,0.0,5.551115123125783e-17,0.0,0.0,True,0.0,0.0,False
JVASP-28451,train,train.csv,40ae7094c16c658d.pt,True,,NbCl2O,16,0.11522137373685837,False,2,True,True,True,True,True,0.0,0.0,0.0,2.220446049250313e-16,1,0.0,5.551115123125783e-17,0.0,0.0,True,0.0,0.0,False
JVASP-28452,train,train.csv,8d079e13518a5760.pt,True,,WS2,9,0.16123999655246735,False,2,True,True,True,True,True,1.1318606851773438e-07,1.4901161193847656e-08,0.0,2.592661884431483e-17,1,0.0,1.1102230246251565e-16,0.0,0.0,True,0.0,0.0,False
JVASP-28453,train,train.csv,6175c3089dafd9b9.pt,True,,WSe2,9,0.125699982047081,False,2,True,True,True,True,True,4.2742163941511535e-07,7.450580596923828e-09,0.0,8.361919760029303e-18,1,0.0,1.1102230246251565e-16,0.0,0.0,True,0.0,0.0,False
JVASP-28454,train,train.csv,5da36ec328624cd4.pt,True,,Te2W,18,0.13672100007534027,False,2,True,True,True,True,True,0.0,0.0,0.0,1.1102230246251565e-16,1,0.0,0.0,0.0,0.0,True,0.0,0.0,False
JVASP-28455,train,test.csv,fd1039b657428f4d.pt,True,,Te2Mo(WSe2)2,18,0.12567219138145447,False,2,True,True,True,True,True,0.0,0.0,0.0,1.2413235441234876e-32,1,0.0,0.0,0.0,0.0,True,0.0,0.0,False
JVASP-28456,train,train.csv,4404d8c754583c07.pt,True,,Mo(WSe3)2,18,0.06880984455347061,False,2,True,True,True,True,True,0.0,0.0,0.0,1.1102230246251565e-16,1,0.0,0.0,0.0,0.0,True,0.0,0.0,False
JVASP-28459,train,train.csv,773ced14c9a69510.pt,True,,Te2W3(SeS)2,9,0.13759487867355347,False,2,True,True,True,True,True,2.522603779198107e-07,7.450580596923828e-09,0.0,2.220446049250313e-16,1,0.0,1.1102230246251565e-16,0.0,0.0,True,0.0,0.0,False
JVASP-28460,train,train.csv,0c2aa877a775c114.pt,True,,Te2Mo(WSe2)2,9,0.17700031399726868,False,2,True,True,True,True,True,0.0,0.0,0.0,1.1102230246251565e-16,1,0.0,1.1102230246251565e-16,2.93751637885392,0.4840340000000001,False,1.3444106938820255e-17,1.1102230246251565e-16,False
JVASP-28461,train,train.csv,8d7b9db0a6a8f2fc.pt,True,,W3(SeS2)2,9,0.20886000990867615,False,2,True,True,True,True,True,1.426904248091887e-07,2.2351741790771484e-08,3.69539505858523e-18,3.498789581403587e-17,1,0.0,1.1102230246251565e-16,0.0,0.0,True,0.0,0.0,False
JVASP-28465,train,train.csv,5ada9ad933677fa2.pt,True,,W3(Se2S)2,9,0.07348000258207321,False,2,True,True,True,True,True,2.682686783828103e-07,3.725290298461914e-09,0.0,1.1102230246251565e-16,1,0.0,1.1102230246251565e-16,0.0,0.0,True,0.0,0.0,False
JVASP-28467,train,train.csv,c177d785c678f45b.pt,True,,Te4Mo(WSe)2,9,0.11285264790058136,False,2,True,True,True,True,True,0.0,0.0,0.0,5.0986848153731995e-17,1,0.0,5.551115123125783e-17,0.0,0.0,True,0.0,0.0,False
JVASP-28469,train,test.csv,147b3d140d0cbb1e.pt,True,,Te4Mo2WSe2,18,0.05426226928830147,False,2,True,True,True,True,True,0.0,0.0,0.0,1.1102230246251565e-16,1,0.0,5.551115123125783e-17,0.0,0.0,True,0.0,0.0,False
JVASP-28471,train,train.csv,ac78b5b34689f666.pt,True,,Te2W3(SeS)2,18,0.22528083622455597,False,2,True,True,True,True,True,0.0,0.0,0.0,3.802091364619598e-21,1,0.0,5.551115123125783e-17,0.0,0.0,True,0.0,0.0,False
JVASP-28474,train,train.csv,0645eed5d220e329.pt,True,,Te2MoW2(SeS)2,18,0.03848854824900627,False,1,True,True,True,True,True,0.0,0.0,0.0,1.8391823935360144e-20,1,0.0,5.551115123125783e-17,0.0,0.0,True,0.0,0.0,False
JVASP-28478,train,train.csv,508d87c9d920c87e.pt,True,,MoW2(SeS2)2,9,0.13797999918460846,False,2,True,True,True,True,True,1.4286405303209904e-07,7.450580596923828e-09,7.793621285219497e-19,7.419364856814297e-18,1,0.0,1.1102230246251565e-16,0.0,0.0,True,0.0,0.0,False
JVASP-28480,train,train.csv,3431ddc25ad85450.pt,True,,Te2Mo2WSe4,9,0.2313123196363449,False,2,True,True,True,True,True,0.0,0.0,0.0,3.4979709510966667e-17,1,0.0,1.1102230246251565e-16,2.9355754328949226,0.49498299999999995,False,1.3227266504323154e-17,1.1102230246251565e-16,False
JVASP-28482,train,train.csv,b4073361221af13c.pt,True,,Te6MoW2,18,0.25179538130760193,False,2,True,True,True,True,True,0.0,0.0,0.0,1.4374227662010512e-19,1,0.0,5.551115123125783e-17,0.0,0.0,True,0.0,0.0,False
JVASP-28485,train,train.csv,104e8eb8c6767730.pt,True,,Mo(WS3)2,18,0.07986687123775482,False,2,True,True,True,True,True,0.0,0.0,0.0,1.1102230246251565e-16,1,0.0,0.0,0.0,0.0,True,0.0,0.0,False
JVASP-28489,train,train.csv,f7aaf1493ea577d8.pt,True,,Te2Mo(WSe2)2,9,0.2430628538131714,False,2,True,True,True,True,True,0.0,0.0,0.0,2.6761786093995423e-17,1,0.0,5.551115123125783e-17,0.0,0.0,True,0.0,0.0,False
JVASP-28490,train,train.csv,d94530c02e5909d1.pt,True,,Te2Mo(WSe2)2,18,0.27965524792671204,False,2,True,True,True,True,True,0.0,0.0,0.0,2.146680658629189e-21,1,0.0,5.551115123125783e-17,0.0,0.0,True,0.0,0.0,False
JVASP-28493,train,train.csv,3ea7366d6ac2de5b.pt,True,,MoW2(SeS2)2,9,0.04787461459636688,False,1,True,True,True,True,True,0.0,0.0,0.0,5.583525600402075e-17,1,0.0,5.551115123125783e-17,0.0,0.0,True,0.0,0.0,False
JVASP-28498,train,train.csv,8a34be1f61cb034e.pt,True,,Te4Mo(WSe)2,9,0.3170917332172394,False,2,True,True,True,True,True,0.0,0.0,0.0,1.1102230246251565e-16,1,0.0,5.551115123125783e-17,0.0,0.0,True,0.0,0.0,False
JVASP-2850,train,test.csv,fd42d90cd66e113f.pt,True,,Na3SbSe4,16,0.42694607377052307,False,2,True,True,True,True,True,0.0,0.0,0.0,1.1102230246251565e-16,1,0.0,0.0,0.0,0.0,True,0.0,0.0,False
JVASP-28503,train,train.csv,2d88a5280e65c66b.pt,True,,Mo2W(Se2S)2,9,0.22421999275684357,False,2,True,True,True,True,True,2.3021647166387993e-07,1.4901161193847656e-08,0.0,1.1102230246251565e-16,1,0.0,1.1102230246251565e-16,0.0,0.0,True,0.0,0.0,False
JVASP-28504,train,train.csv,238f0cd58f0f02c0.pt,True,,Te4Mo2WSe2,9,0.15318293869495392,False,2,True,True,True,True,True,6.945363395516324e-08,1.4901161193847656e-08,3.531275394019503e-18,1.1102230246251565e-16,1,0.0,1.1102230246251565e-16,0.0,0.0,True,0.0,0.0,False
JVASP-28507,train,train.csv,1d67a0098eadcce8.pt,True,,Te4Mo3S2,18,0.12114118039608002,False,2,True,True,True,True,True,0.0,0.0,0.0,1.1102230246251565e-16,1,0.0,0.0,0.0,0.0,True,0.0,0.0,False
JVASP-28509,train,train.csv,c3030fdefe1e1818.pt,True,,Te2Mo2WSe4,9,0.33048000931739807,False,2,True,True,True,True,True,2.742684159784403e-07,1.4901161193847656e-08,0.0,4.888059254179433e-17,1,0.0,1.1102230246251565e-16,0.0,0.0,True,0.0,0.0,False
JVASP-28511,train,train.csv,b181c4308847b4da.pt,True,,Te2Mo2WSe4,9,0.2635568678379059,False,2,True,True,True,True,True,6.932513859842607e-19,1.291963058988917e-19,0.0,1.1102230246251565e-16,1,0.0,1.1102230246251565e-16,0.0,0.0,True,0.0,0.0,False
JVASP-28512,train,test.csv,62c645e999805dd4.pt,True,,Te4Mo2WSe2,9,0.3000063896179199,False,2,True,True,True,True,True,1.992228249036998e-07,1.4901161193847656e-08,0.0,1.1102230246251565e-16,1,0.0,1.1102230246251565e-16,0.0,0.0,True,0.0,0.0,False
JVASP-28513,train,train.csv,1ee04f8b2efb5025.pt,True,,Mo(WSe3)2,18,0.29452815651893616,False,2,True,True,True,True,True,0.0,0.0,0.0,4.4952993199546985e-18,1,0.0,5.551115123125783e-17,0.0,0.0,True,0.0,0.0,False
JVASP-28515,train,train.csv,053caee8f23eb7bc.pt,True,,Te2Mo(WS2)2,9,0.045286405831575394,False,1,True,True,True,True,True,5.861975438392619e-08,3.725290298461914e-09,0.0,2.220446049250313e-16,1,0.0,1.1102230246251565e-16,0.0,0.0,True,0.0,0.0,False
JVASP-28519,train,train.csv,3084f57413bf9132.pt,True,,Mo3(Se2S)2,9,0.19270001351833344,False,2,True,True,True,True,True,2.7881111464012065e-07,7.450580596923828e-09,0.0,1.2187205413873228e-17,1,0.0,1.1102230246251565e-16,0.0,0.0,True,0.0,0.0,False
JVASP-28520,train,train.csv,3012f3f7e801fb17.pt,True,,MoW2(SeS2)2,18,0.2690337002277374,False,2,True,True,True,True,True,0.0,0.0,0.0,1.1102230246251565e-16,1,0.0,5.551115123125783e-17,0.0,0.0,True,0.0,0.0,False
